flight_id,airline,flight_number,aircraft_type,departure_airport,arrival_airport,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,gate,terminal,created_at
FL3172-947,Delta Air Lines,343,Airbus A380,ATL,LAX,2024-03-16 00:50:48,2024-03-16 00:45:48,2024-03-16 02:50:48,2024-03-16 02:44:48,B6,2,2024-01-01 12:47:42
FL4593-201,Southwest Airlines,269,Airbus A380,SFO,SFO,2024-06-01 18:04:04,2024-06-01 17:31:04,2024-06-01 20:04:04,2024-06-01 19:42:04,C1,4,2024-01-04 10:29:18
FL7596-620,American Airlines,958,Airbus A320,ATL,ORD,2024-05-31 18:30:01,2024-05-31 18:09:01,2024-05-31 20:30:01,2024-05-31 20:57:01,A13,2,2024-06-22 03:54:01
FL5864-626,Delta Air Lines,796,Airbus A320,ATL,LAX,2024-05-09 07:18:00,2024-05-09 06:35:00,2024-05-09 09:18:00,2024-05-09 09:08:00,C15,4,2024-07-04 07:03:46
FL9099-197,JetBlue Airways,445,Airbus A320,LAX,ATL,2024-01-14 00:52:58,2024-01-14 01:15:58,2024-01-14 02:52:58,2024-01-14 03:04:58,C2,2,2024-04-25 14:29:36
FL6688-530,Delta Air Lines,299,Airbus A320,ATL,ORD,2024-04-24 14:07:30,2024-04-24 13:47:30,2024-04-24 16:07:30,2024-04-24 15:48:30,A2,3,2024-02-05 12:33:14
FL3893-106,United Airlines,546,Airbus A320,SFO,SFO,2024-06-22 13:59:59,2024-06-22 14:16:59,2024-06-22 15:59:59,2024-06-22 16:23:59,C6,2,2024-03-27 06:56:15
FL9930-132,JetBlue Airways,463,Boeing 777,LAX,LAX,2024-06-27 23:08:07,2024-06-27 22:24:07,2024-06-28 01:08:07,2024-06-28 01:12:07,C8,3,2024-07-05 00:02:33
FL3841-315,American Airlines,341,Airbus A380,ATL,SFO,2024-03-19 10:28:14,2024-03-19 10:27:14,2024-03-19 12:28:14,2024-03-19 12:07:14,B8,3,2024-03-26 19:18:07
FL6236-214,American Airlines,327,Airbus A380,SFO,JFK,2024-04-30 21:21:14,2024-04-30 21:01:14,2024-04-30 23:21:14,2024-04-30 23:05:14,C13,4,2024-04-17 18:39:18
FL1616-476,Southwest Airlines,382,Airbus A320,ORD,LAX,2024-04-13 02:58:15,2024-04-13 03:01:15,2024-04-13 04:58:15,2024-04-13 05:39:15,C6,3,2024-05-21 04:58:13
FL6401-550,JetBlue Airways,169,Airbus A380,SFO,JFK,2024-05-05 03:10:08,2024-05-05 03:45:08,2024-05-05 05:10:08,2024-05-05 05:30:08,A2,3,2024-06-03 12:57:35
FL8478-937,American Airlines,857,Boeing 737,JFK,SFO,2024-02-23 16:52:07,2024-02-23 17:29:07,2024-02-23 18:52:07,2024-02-23 19:07:07,A14,3,2024-06-19 19:45:11
FL1947-141,American Airlines,583,Airbus A320,SFO,SFO,2024-05-16 10:59:18,2024-05-16 10:51:18,2024-05-16 12:59:18,2024-05-16 13:01:18,A9,3,2024-02-23 04:55:26
FL6320-713,United Airlines,890,Airbus A320,ATL,JFK,2024-06-05 23:30:19,2024-06-05 23:47:19,2024-06-06 01:30:19,2024-06-06 01:13:19,C8,3,2024-06-28 02:06:15
FL2949-769,United Airlines,791,Boeing 737,SFO,ORD,2024-05-26 00:58:51,2024-05-26 01:58:51,2024-05-26 02:58:51,2024-05-26 03:18:51,A9,1,2024-07-08 03:55:03
FL6949-477,United Airlines,777,Airbus A320,LAX,JFK,2024-02-28 22:41:56,2024-02-28 23:07:56,2024-02-29 00:41:56,2024-02-29 00:01:56,A6,4,2024-01-13 12:45:57
FL8872-830,JetBlue Airways,503,Boeing 777,LAX,JFK,2024-02-01 20:24:53,2024-02-01 20:33:53,2024-02-01 22:24:53,2024-02-01 22:55:53,C8,4,2024-02-03 18:28:33
FL8901-930,American Airlines,999,Airbus A380,SFO,JFK,2024-04-05 22:59:11,2024-04-05 23:40:11,2024-04-06 00:59:11,2024-04-06 01:14:11,C10,2,2024-02-28 20:11:36
FL1315-946,United Airlines,372,Airbus A320,SFO,LAX,2024-01-25 12:42:59,2024-01-25 12:59:59,2024-01-25 14:42:59,2024-01-25 15:01:59,C3,1,2024-06-08 08:27:34
FL3266-477,United Airlines,117,Airbus A320,LAX,SFO,2024-03-12 07:32:18,2024-03-12 07:19:18,2024-03-12 09:32:18,2024-03-12 09:27:18,C7,1,2024-01-19 08:49:32
FL5587-689,American Airlines,945,Airbus A380,LAX,SFO,2024-06-19 22:11:36,2024-06-19 22:26:36,2024-06-20 00:11:36,2024-06-19 23:58:36,C3,2,2024-04-09 10:07:07
FL7085-674,American Airlines,396,Airbus A380,ATL,SFO,2024-03-02 13:03:28,2024-03-02 12:20:28,2024-03-02 15:03:28,2024-03-02 15:13:28,A1,3,2024-01-28 13:55:47
FL2185-190,JetBlue Airways,602,Boeing 777,SFO,ATL,2024-02-27 06:44:17,2024-02-27 06:37:17,2024-02-27 08:44:17,2024-02-27 08:18:17,C8,2,2024-07-05 12:55:58
FL6135-952,Southwest Airlines,630,Boeing 777,ATL,ORD,2024-01-04 04:59:02,2024-01-04 05:32:02,2024-01-04 06:59:02,2024-01-04 07:20:02,A7,1,2024-06-14 16:57:57
FL1979-593,American Airlines,896,Airbus A320,ATL,ATL,2024-05-08 23:03:59,2024-05-08 22:23:59,2024-05-09 01:03:59,2024-05-09 01:14:59,C15,3,2024-01-14 17:54:34
FL1999-990,United Airlines,223,Boeing 777,JFK,ATL,2024-01-06 06:41:22,2024-01-06 06:47:22,2024-01-06 08:41:22,2024-01-06 08:41:22,C14,1,2024-03-21 08:55:04
FL8592-637,Southwest Airlines,957,Airbus A380,ORD,LAX,2024-02-17 19:11:33,2024-02-17 19:56:33,2024-02-17 21:11:33,2024-02-17 21:39:33,A10,1,2024-05-23 04:56:35
FL3956-465,Delta Air Lines,569,Boeing 737,ATL,ORD,2024-03-23 04:59:29,2024-03-23 04:21:29,2024-03-23 06:59:29,2024-03-23 06:48:29,C11,4,2024-02-14 16:54:29
FL5580-249,Delta Air Lines,929,Boeing 737,ATL,ORD,2024-06-17 08:04:40,2024-06-17 07:21:40,2024-06-17 10:04:40,2024-06-17 09:30:40,C2,4,2024-01-15 09:21:25
FL9289-719,American Airlines,846,Boeing 777,LAX,LAX,2024-05-03 15:42:44,2024-05-03 16:00:44,2024-05-03 17:42:44,2024-05-03 17:48:44,C2,2,2024-01-11 02:43:38
FL2215-522,JetBlue Airways,125,Boeing 777,SFO,JFK,2024-05-18 01:05:25,2024-05-18 01:31:25,2024-05-18 03:05:25,2024-05-18 03:21:25,C10,4,2024-06-28 02:48:59
FL9308-454,JetBlue Airways,570,Airbus A320,LAX,ORD,2024-03-19 08:58:04,2024-03-19 08:44:04,2024-03-19 10:58:04,2024-03-19 10:33:04,C6,4,2024-02-18 14:01:37
FL2305-486,Delta Air Lines,706,Boeing 737,JFK,ORD,2024-04-19 04:26:24,2024-04-19 04:58:24,2024-04-19 06:26:24,2024-04-19 06:58:24,C11,1,2024-04-05 18:34:09
FL6304-705,Delta Air Lines,666,Boeing 737,JFK,ATL,2024-04-15 01:59:15,2024-04-15 01:15:15,2024-04-15 03:59:15,2024-04-15 04:11:15,A11,3,2024-04-21 14:59:59
FL3956-232,Southwest Airlines,392,Boeing 777,JFK,SFO,2024-05-12 01:11:18,2024-05-12 00:42:18,2024-05-12 03:11:18,2024-05-12 03:53:18,C5,1,2024-01-16 23:48:29
FL4195-281,JetBlue Airways,530,Airbus A320,JFK,ATL,2024-01-31 05:48:47,2024-01-31 05:05:47,2024-01-31 07:48:47,2024-01-31 07:45:47,B9,3,2024-02-26 08:53:20
FL9623-514,JetBlue Airways,863,Boeing 737,ATL,ORD,2024-06-15 23:23:33,2024-06-15 23:00:33,2024-06-16 01:23:33,2024-06-16 01:04:33,B1,3,2024-07-04 17:27:24
FL1574-924,American Airlines,726,Boeing 737,JFK,ORD,2024-04-18 08:34:43,2024-04-18 08:05:43,2024-04-18 10:34:43,2024-04-18 11:09:43,A6,4,2024-06-10 22:07:21
FL7301-718,American Airlines,722,Airbus A320,ORD,ORD,2024-04-06 01:24:41,2024-04-06 01:56:41,2024-04-06 03:24:41,2024-04-06 02:57:41,C8,1,2024-01-11 22:57:56
FL8813-188,United Airlines,893,Boeing 737,SFO,SFO,2024-05-24 06:15:47,2024-05-24 05:40:47,2024-05-24 08:15:47,2024-05-24 07:48:47,A6,2,2024-07-05 18:42:06
FL1324-165,United Airlines,237,Airbus A320,SFO,JFK,2024-06-11 22:42:09,2024-06-11 22:47:09,2024-06-12 00:42:09,2024-06-12 00:42:09,A9,1,2024-05-30 09:58:42
FL8023-375,American Airlines,749,Boeing 737,LAX,ORD,2024-03-14 01:28:20,2024-03-14 01:18:20,2024-03-14 03:28:20,2024-03-14 04:06:20,B2,1,2024-02-22 17:36:39
FL3463-616,Southwest Airlines,510,Airbus A320,JFK,LAX,2024-04-23 02:11:15,2024-04-23 02:29:15,2024-04-23 04:11:15,2024-04-23 04:35:15,A6,1,2024-02-18 12:10:12
FL9652-901,JetBlue Airways,845,Airbus A320,SFO,ATL,2024-03-27 10:40:56,2024-03-27 10:06:56,2024-03-27 12:40:56,2024-03-27 13:01:56,A9,3,2024-04-06 08:06:15
FL6830-394,American Airlines,636,Airbus A320,JFK,LAX,2024-07-10 05:24:39,2024-07-10 04:39:39,2024-07-10 07:24:39,2024-07-10 07:03:39,C10,4,2024-02-24 01:50:02
FL2065-157,Delta Air Lines,155,Airbus A320,JFK,JFK,2024-06-05 14:58:32,2024-06-05 14:57:32,2024-06-05 16:58:32,2024-06-05 17:42:32,A7,3,2024-07-09 12:55:13
FL4697-432,Southwest Airlines,654,Airbus A320,ATL,SFO,2024-01-04 19:27:04,2024-01-04 19:17:04,2024-01-04 21:27:04,2024-01-04 22:08:04,B4,3,2024-02-18 22:07:46
FL1036-642,JetBlue Airways,268,Airbus A380,ORD,LAX,2024-02-07 16:35:42,2024-02-07 16:31:42,2024-02-07 18:35:42,2024-02-07 19:08:42,C4,1,2024-05-02 10:57:28
FL3280-212,American Airlines,416,Boeing 777,LAX,SFO,2024-02-17 01:46:15,2024-02-17 02:13:15,2024-02-17 03:46:15,2024-02-17 04:16:15,B13,4,2024-01-24 15:22:21
FL4458-893,United Airlines,948,Airbus A320,ATL,LAX,2024-03-24 07:02:07,2024-03-24 07:02:07,2024-03-24 09:02:07,2024-03-24 08:33:07,A2,2,2024-02-17 08:49:08
FL9678-280,Southwest Airlines,740,Airbus A320,SFO,LAX,2024-06-08 00:48:26,2024-06-08 00:42:26,2024-06-08 02:48:26,2024-06-08 02:07:26,B8,4,2024-04-17 22:35:29
FL1300-808,JetBlue Airways,986,Airbus A380,SFO,LAX,2024-06-01 19:53:02,2024-06-01 19:43:02,2024-06-01 21:53:02,2024-06-01 21:40:02,C14,2,2024-03-17 20:00:08
FL3428-408,American Airlines,749,Boeing 737,LAX,SFO,2024-05-11 05:39:46,2024-05-11 05:17:46,2024-05-11 07:39:46,2024-05-11 07:45:46,B8,3,2024-03-15 23:48:35
FL5906-619,JetBlue Airways,270,Boeing 777,JFK,JFK,2024-06-14 01:18:30,2024-06-14 00:46:30,2024-06-14 03:18:30,2024-06-14 03:05:30,C10,3,2024-02-10 03:29:09
FL4773-838,Delta Air Lines,752,Airbus A380,ATL,SFO,2024-04-07 19:25:02,2024-04-07 19:49:02,2024-04-07 21:25:02,2024-04-07 21:58:02,C2,3,2024-03-10 06:37:38
FL3514-271,American Airlines,163,Boeing 777,ATL,ATL,2024-07-01 09:21:42,2024-07-01 09:15:42,2024-07-01 11:21:42,2024-07-01 11:05:42,B4,3,2024-05-17 23:29:50
FL8655-681,American Airlines,532,Airbus A380,LAX,LAX,2024-07-05 16:49:42,2024-07-05 16:20:42,2024-07-05 18:49:42,2024-07-05 18:54:42,B3,3,2024-04-07 01:57:46
FL2238-802,JetBlue Airways,626,Airbus A380,LAX,LAX,2024-06-24 10:02:52,2024-06-24 10:38:52,2024-06-24 12:02:52,2024-06-24 11:53:52,C6,1,2024-03-23 16:07:46
FL2256-420,United Airlines,334,Airbus A320,LAX,ORD,2024-06-27 12:51:25,2024-06-27 12:19:25,2024-06-27 14:51:25,2024-06-27 14:48:25,A1,2,2024-01-26 17:21:36
FL6668-926,JetBlue Airways,997,Boeing 737,SFO,LAX,2024-02-11 22:21:50,2024-02-11 22:16:50,2024-02-12 00:21:50,2024-02-12 00:12:50,B11,4,2024-03-06 20:01:38
FL2834-861,American Airlines,745,Boeing 737,LAX,JFK,2024-04-03 23:52:51,2024-04-04 00:02:51,2024-04-04 01:52:51,2024-04-04 01:53:51,A13,3,2024-06-10 21:58:17
FL9513-696,JetBlue Airways,830,Boeing 737,ATL,JFK,2024-02-18 00:02:12,2024-02-18 00:37:12,2024-02-18 02:02:12,2024-02-18 02:23:12,A1,3,2024-03-27 23:31:57
FL3453-969,Delta Air Lines,946,Boeing 737,LAX,JFK,2024-05-16 09:53:20,2024-05-16 09:32:20,2024-05-16 11:53:20,2024-05-16 11:48:20,A14,2,2024-06-13 06:13:59
FL8684-631,Southwest Airlines,821,Airbus A380,LAX,ATL,2024-02-13 05:19:48,2024-02-13 05:24:48,2024-02-13 07:19:48,2024-02-13 07:12:48,B7,3,2024-04-23 23:14:13
FL3010-859,American Airlines,919,Airbus A320,ORD,ORD,2024-01-21 00:26:09,2024-01-21 00:13:09,2024-01-21 02:26:09,2024-01-21 01:49:09,C8,4,2024-01-30 16:03:13
FL9259-933,Southwest Airlines,376,Boeing 777,ORD,LAX,2024-01-17 23:39:55,2024-01-17 23:33:55,2024-01-18 01:39:55,2024-01-18 02:16:55,B7,1,2024-05-18 13:41:01
FL2565-469,American Airlines,420,Airbus A380,JFK,ATL,2024-02-14 10:04:13,2024-02-14 09:31:13,2024-02-14 12:04:13,2024-02-14 11:19:13,A7,3,2024-05-10 12:35:17
FL2532-890,United Airlines,569,Boeing 737,SFO,JFK,2024-06-17 23:09:33,2024-06-17 22:40:33,2024-06-18 01:09:33,2024-06-18 01:29:33,B15,2,2024-03-30 09:01:38
FL7227-740,Southwest Airlines,740,Boeing 777,ATL,ATL,2024-06-30 02:09:45,2024-06-30 02:45:45,2024-06-30 04:09:45,2024-06-30 03:55:45,C3,4,2024-03-30 16:02:58
FL4537-236,Delta Air Lines,153,Airbus A320,JFK,SFO,2024-03-31 14:20:35,2024-03-31 13:49:35,2024-03-31 16:20:35,2024-03-31 16:57:35,A7,1,2024-05-02 13:53:05
FL8624-217,JetBlue Airways,665,Airbus A320,SFO,ATL,2024-03-03 15:28:29,2024-03-03 15:20:29,2024-03-03 17:28:29,2024-03-03 17:44:29,A2,4,2024-06-26 03:26:21
FL6978-903,American Airlines,582,Boeing 737,ORD,LAX,2024-02-17 03:47:58,2024-02-17 03:29:58,2024-02-17 05:47:58,2024-02-17 05:58:58,A2,4,2024-06-09 19:24:47
FL1351-452,American Airlines,290,Boeing 737,LAX,JFK,2024-07-10 09:49:52,2024-07-10 09:50:52,2024-07-10 11:49:52,2024-07-10 11:43:52,B3,3,2024-06-06 10:38:06
FL2750-217,Southwest Airlines,153,Airbus A320,ATL,LAX,2024-02-19 18:42:26,2024-02-19 18:54:26,2024-02-19 20:42:26,2024-02-19 20:06:26,A6,3,2024-06-04 04:50:16
FL1469-620,Delta Air Lines,944,Boeing 777,SFO,JFK,2024-04-04 17:10:33,2024-04-04 16:42:33,2024-04-04 19:10:33,2024-04-04 18:50:33,C8,1,2024-02-07 11:53:20
FL1274-996,Delta Air Lines,111,Airbus A380,SFO,LAX,2024-02-01 20:58:16,2024-02-01 20:52:16,2024-02-01 22:58:16,2024-02-01 23:29:16,B13,3,2024-07-10 09:01:37
FL4414-869,Delta Air Lines,461,Airbus A320,SFO,LAX,2024-05-27 21:24:48,2024-05-27 21:34:48,2024-05-27 23:24:48,2024-05-27 23:16:48,B3,1,2024-02-06 02:46:38
FL4188-544,JetBlue Airways,621,Airbus A320,SFO,SFO,2024-06-17 13:05:14,2024-06-17 13:37:14,2024-06-17 15:05:14,2024-06-17 15:48:14,C6,1,2024-06-12 17:23:13
FL4830-817,JetBlue Airways,467,Airbus A380,SFO,SFO,2024-02-22 21:12:42,2024-02-22 21:43:42,2024-02-22 23:12:42,2024-02-22 23:53:42,A12,1,2024-03-28 20:54:39
FL3364-840,Delta Air Lines,994,Boeing 777,ATL,ORD,2024-04-05 08:08:47,2024-04-05 07:57:47,2024-04-05 10:08:47,2024-04-05 10:29:47,A4,3,2024-04-26 11:26:38
FL4908-281,Southwest Airlines,990,Airbus A380,ORD,JFK,2024-05-14 17:05:28,2024-05-14 17:16:28,2024-05-14 19:05:28,2024-05-14 19:38:28,B8,4,2024-02-13 13:33:28
FL5597-965,American Airlines,864,Airbus A320,SFO,LAX,2024-01-09 07:44:36,2024-01-09 08:25:36,2024-01-09 09:44:36,2024-01-09 09:57:36,A1,2,2024-02-08 03:22:24
FL9842-769,Delta Air Lines,886,Airbus A320,SFO,SFO,2024-03-26 12:07:59,2024-03-26 12:29:59,2024-03-26 14:07:59,2024-03-26 14:24:59,B11,2,2024-01-09 08:57:10
FL8157-148,JetBlue Airways,702,Boeing 737,LAX,ORD,2024-04-11 07:58:37,2024-04-11 08:06:37,2024-04-11 09:58:37,2024-04-11 10:10:37,B14,2,2024-06-09 22:27:34
FL8912-802,Delta Air Lines,350,Airbus A380,JFK,ORD,2024-02-03 21:27:02,2024-02-03 22:11:02,2024-02-03 23:27:02,2024-02-03 23:46:02,B7,1,2024-04-14 09:37:43
FL6314-187,Delta Air Lines,815,Airbus A320,ATL,SFO,2024-03-05 07:45:09,2024-03-05 08:24:09,2024-03-05 09:45:09,2024-03-05 09:10:09,C6,4,2024-07-11 11:55:17
FL5037-437,United Airlines,664,Boeing 777,SFO,ORD,2024-06-27 13:32:36,2024-06-27 13:34:36,2024-06-27 15:32:36,2024-06-27 15:02:36,C9,2,2024-04-02 23:13:24
FL2865-115,Southwest Airlines,401,Airbus A320,ORD,SFO,2024-03-09 14:53:47,2024-03-09 14:36:47,2024-03-09 16:53:47,2024-03-09 16:08:47,B12,3,2024-07-11 04:34:52
FL3637-401,Southwest Airlines,193,Boeing 737,ATL,LAX,2024-04-21 19:46:39,2024-04-21 19:49:39,2024-04-21 21:46:39,2024-04-21 21:11:39,C13,4,2024-04-14 02:39:28
FL7126-452,American Airlines,102,Airbus A380,ORD,ORD,2024-02-12 09:19:00,2024-02-12 09:41:00,2024-02-12 11:19:00,2024-02-12 11:58:00,B8,3,2024-06-22 09:18:29
FL4772-275,Delta Air Lines,990,Boeing 777,LAX,ORD,2024-04-20 18:39:06,2024-04-20 19:01:06,2024-04-20 20:39:06,2024-04-20 20:47:06,B13,4,2024-04-25 21:59:54
FL8225-146,American Airlines,353,Airbus A320,JFK,LAX,2024-06-22 05:09:59,2024-06-22 05:45:59,2024-06-22 07:09:59,2024-06-22 07:46:59,B6,1,2024-07-09 13:41:37
FL8039-663,United Airlines,278,Boeing 777,ORD,ORD,2024-01-10 19:07:15,2024-01-10 19:26:15,2024-01-10 21:07:15,2024-01-10 21:10:15,B1,4,2024-03-05 15:18:30
FL1338-451,Southwest Airlines,809,Boeing 777,JFK,ORD,2024-07-04 17:23:59,2024-07-04 17:16:59,2024-07-04 19:23:59,2024-07-04 18:55:59,B6,3,2024-06-17 03:09:21
FL2704-403,United Airlines,291,Airbus A380,SFO,SFO,2024-01-23 08:56:53,2024-01-23 09:34:53,2024-01-23 10:56:53,2024-01-23 10:25:53,C8,3,2024-01-05 09:15:46
FL2175-593,United Airlines,581,Boeing 777,SFO,JFK,2024-01-25 09:56:24,2024-01-25 10:15:24,2024-01-25 11:56:24,2024-01-25 12:36:24,B2,3,2024-02-22 19:27:44
FL4425-737,Delta Air Lines,921,Airbus A320,ATL,JFK,2024-06-01 10:27:57,2024-06-01 10:38:57,2024-06-01 12:27:57,2024-06-01 12:25:57,C15,3,2024-05-05 01:53:10
FL6537-187,JetBlue Airways,970,Boeing 737,ORD,ORD,2024-01-29 08:03:48,2024-01-29 08:28:48,2024-01-29 10:03:48,2024-01-29 09:54:48,A2,1,2024-06-29 05:54:16
FL3868-769,Southwest Airlines,585,Airbus A380,ORD,ATL,2024-04-24 19:50:55,2024-04-24 19:14:55,2024-04-24 21:50:55,2024-04-24 21:42:55,C9,1,2024-05-12 04:30:15
FL9905-869,American Airlines,235,Boeing 737,ATL,ATL,2024-05-29 01:54:44,2024-05-29 02:22:44,2024-05-29 03:54:44,2024-05-29 03:56:44,C7,1,2024-06-30 08:41:29
FL8331-320,United Airlines,871,Airbus A380,SFO,ORD,2024-02-20 19:48:06,2024-02-20 20:19:06,2024-02-20 21:48:06,2024-02-20 22:05:06,C7,2,2024-03-22 19:14:30
FL1025-131,United Airlines,944,Airbus A320,JFK,JFK,2024-03-08 10:38:10,2024-03-08 10:49:10,2024-03-08 12:38:10,2024-03-08 13:03:10,A1,1,2024-03-15 08:06:29
FL6690-383,JetBlue Airways,482,Boeing 737,ORD,JFK,2024-07-03 01:47:55,2024-07-03 01:23:55,2024-07-03 03:47:55,2024-07-03 03:49:55,C11,2,2024-01-19 13:06:48
FL6808-617,Delta Air Lines,344,Airbus A320,JFK,ORD,2024-01-19 08:14:34,2024-01-19 08:07:34,2024-01-19 10:14:34,2024-01-19 09:40:34,A10,4,2024-02-13 01:17:13
FL1732-180,United Airlines,840,Boeing 737,SFO,JFK,2024-05-25 05:47:08,2024-05-25 06:23:08,2024-05-25 07:47:08,2024-05-25 08:07:08,B6,3,2024-05-22 07:49:15
FL4404-726,American Airlines,589,Airbus A380,LAX,JFK,2024-05-11 22:20:01,2024-05-11 22:26:01,2024-05-12 00:20:01,2024-05-12 00:08:01,A10,1,2024-04-13 00:09:07
FL8253-613,Delta Air Lines,712,Airbus A320,SFO,SFO,2024-01-13 01:00:25,2024-01-13 00:43:25,2024-01-13 03:00:25,2024-01-13 03:18:25,C11,2,2024-05-09 23:01:54
FL7771-430,Southwest Airlines,823,Boeing 777,JFK,SFO,2024-06-10 10:58:13,2024-06-10 10:23:13,2024-06-10 12:58:13,2024-06-10 13:37:13,C8,2,2024-01-30 13:26:37
FL9745-262,Southwest Airlines,648,Airbus A320,ORD,ATL,2024-01-10 04:38:33,2024-01-10 04:23:33,2024-01-10 06:38:33,2024-01-10 07:04:33,B2,4,2024-02-15 23:16:21
FL4262-617,Southwest Airlines,329,Boeing 777,SFO,ATL,2024-05-15 13:36:08,2024-05-15 13:22:08,2024-05-15 15:36:08,2024-05-15 15:45:08,B8,2,2024-05-15 14:16:20
FL2337-633,JetBlue Airways,174,Boeing 737,ATL,JFK,2024-04-24 18:29:07,2024-04-24 18:08:07,2024-04-24 20:29:07,2024-04-24 20:32:07,B14,1,2024-01-22 10:49:47
FL8302-415,United Airlines,862,Airbus A380,ORD,ORD,2024-01-05 01:17:29,2024-01-05 01:17:29,2024-01-05 03:17:29,2024-01-05 03:16:29,A2,4,2024-04-26 10:21:28
FL3022-180,Delta Air Lines,206,Airbus A380,ORD,LAX,2024-03-04 08:33:44,2024-03-04 08:30:44,2024-03-04 10:33:44,2024-03-04 11:17:44,C5,2,2024-01-17 14:29:16
FL5788-118,American Airlines,921,Airbus A380,ATL,ORD,2024-01-29 21:15:55,2024-01-29 20:34:55,2024-01-29 23:15:55,2024-01-29 23:00:55,C11,2,2024-01-13 18:13:25
FL3551-633,American Airlines,749,Airbus A320,LAX,SFO,2024-01-17 08:21:58,2024-01-17 08:03:58,2024-01-17 10:21:58,2024-01-17 09:56:58,C14,2,2024-06-19 07:23:10
FL3928-628,American Airlines,590,Airbus A320,ATL,LAX,2024-03-31 00:11:11,2024-03-31 00:09:11,2024-03-31 02:11:11,2024-03-31 01:53:11,A11,3,2024-01-21 00:28:40
FL9314-744,Delta Air Lines,617,Airbus A380,ATL,ATL,2024-01-04 16:52:44,2024-01-04 16:14:44,2024-01-04 18:52:44,2024-01-04 18:53:44,C11,3,2024-03-15 09:37:53
FL3634-622,Southwest Airlines,192,Boeing 777,ORD,ORD,2024-07-07 16:29:07,2024-07-07 16:49:07,2024-07-07 18:29:07,2024-07-07 18:57:07,C14,1,2024-07-04 14:22:16
FL9474-923,United Airlines,138,Airbus A380,ORD,ATL,2024-07-09 08:30:04,2024-07-09 09:13:04,2024-07-09 10:30:04,2024-07-09 11:08:04,C6,2,2024-03-06 02:33:43
FL7311-815,Southwest Airlines,939,Airbus A380,ORD,LAX,2024-04-12 12:14:58,2024-04-12 12:05:58,2024-04-12 14:14:58,2024-04-12 14:24:58,B6,2,2024-06-21 10:17:41
FL4428-278,American Airlines,219,Boeing 777,ORD,ORD,2024-04-07 23:48:01,2024-04-07 23:09:01,2024-04-08 01:48:01,2024-04-08 02:11:01,A9,4,2024-04-27 06:07:20
FL3427-605,American Airlines,163,Boeing 777,ATL,SFO,2024-05-07 17:17:58,2024-05-07 16:50:58,2024-05-07 19:17:58,2024-05-07 19:04:58,B15,4,2024-04-12 10:09:03
FL4203-541,American Airlines,133,Boeing 737,SFO,JFK,2024-03-09 20:51:16,2024-03-09 20:39:16,2024-03-09 22:51:16,2024-03-09 23:20:16,C1,1,2024-04-16 02:20:43
FL8505-748,United Airlines,160,Boeing 777,JFK,ORD,2024-06-28 08:51:54,2024-06-28 09:25:54,2024-06-28 10:51:54,2024-06-28 10:06:54,A9,1,2024-04-10 20:05:31
FL2309-640,Southwest Airlines,153,Airbus A320,ATL,ORD,2024-02-20 16:20:16,2024-02-20 15:41:16,2024-02-20 18:20:16,2024-02-20 18:09:16,A6,2,2024-02-09 23:55:17
FL4608-292,American Airlines,527,Boeing 737,ORD,LAX,2024-06-19 00:07:16,2024-06-19 00:42:16,2024-06-19 02:07:16,2024-06-19 02:19:16,B5,4,2024-03-21 04:50:04
FL2409-515,American Airlines,397,Boeing 737,JFK,ATL,2024-04-07 06:05:06,2024-04-07 06:22:06,2024-04-07 08:05:06,2024-04-07 08:15:06,C10,3,2024-01-23 23:00:30
FL3335-229,Delta Air Lines,158,Airbus A320,JFK,ORD,2024-04-30 04:23:49,2024-04-30 04:58:49,2024-04-30 06:23:49,2024-04-30 06:33:49,B13,1,2024-03-16 16:19:31
FL1533-575,JetBlue Airways,162,Boeing 777,JFK,JFK,2024-03-05 02:01:41,2024-03-05 01:23:41,2024-03-05 04:01:41,2024-03-05 04:01:41,B2,3,2024-03-24 08:20:35
FL8190-709,Delta Air Lines,897,Airbus A380,ORD,LAX,2024-05-19 17:16:47,2024-05-19 17:36:47,2024-05-19 19:16:47,2024-05-19 19:59:47,C15,2,2024-01-23 01:41:45
FL5853-235,Southwest Airlines,549,Boeing 777,SFO,ORD,2024-02-25 12:10:08,2024-02-25 12:38:08,2024-02-25 14:10:08,2024-02-25 14:49:08,C4,2,2024-05-15 01:32:14
FL8089-880,Southwest Airlines,117,Airbus A320,JFK,ORD,2024-03-17 14:50:55,2024-03-17 14:39:55,2024-03-17 16:50:55,2024-03-17 16:36:55,C10,3,2024-03-26 17:04:54
FL4846-650,JetBlue Airways,864,Boeing 777,LAX,LAX,2024-05-11 21:10:52,2024-05-11 20:30:52,2024-05-11 23:10:52,2024-05-11 23:20:52,C6,1,2024-03-09 10:38:26
FL9036-216,Southwest Airlines,823,Airbus A380,JFK,ORD,2024-01-24 05:59:17,2024-01-24 05:53:17,2024-01-24 07:59:17,2024-01-24 07:23:17,C5,3,2024-02-23 22:58:50
FL8821-955,Southwest Airlines,803,Airbus A380,ORD,LAX,2024-06-21 17:28:51,2024-06-21 18:10:51,2024-06-21 19:28:51,2024-06-21 20:07:51,A5,4,2024-03-18 23:36:00
