hour,lat,long,signal,network,operator,status,description,speed,satellites,precission,provider,activity,postal_code
16:27:14,41.7392,2.62288,12,movistar,pepephone,0,STATE_IN_SERVICE,0.4,0.0,43.0,gps,TILTING,170834.0
16:30:05,41.73904,2.62306,9,movistar,pepephone,0,STATE_IN_SERVICE,0.5,2.0,11.0,gps,TILTING,170834.0
16:30:52,3.75319,8.77834,24,GETESA,GETESA,0,STATE_IN_SERVICE,5.7,5.0,20.0,gps,UNKNOWN,
16:30:57,41.70645,2.40213,5,movistar,Movistar,0,STATE_IN_SERVICE,2.3,6.0,8.0,gps,TILTING,82346.0
16:31:54,41.60563,0.87958,11,movistar,Movistar,0,STATE_IN_SERVICE,1.1,3.0,15.0,gps,TILTING,251351.0
16:32:02,3.75318,8.77806,24,GETESA,GETESA,0,STATE_IN_SERVICE,1.6,4.0,27.0,gps,UNKNOWN,
16:33:50,41.54525,1.89629,10,orange,Orange,0,STATE_IN_SERVICE,0.0,0.0,22.0,fused,STILL,81477.0
16:35:50,41.63672,2.71781,21,vodafone,vodafone ES,0,STATE_IN_SERVICE,5.1,2.0,24.0,gps,ON_BICYCLE,82613.0
16:35:57,3.75301,8.77821,22,GETESA,GETESA,0,STATE_IN_SERVICE,0.4,2.0,22.0,gps,STILL,
16:37:17,42.25604,2.94969,7,movistar,movistar,0,STATE_IN_SERVICE,0.1,2.0,8.0,gps,TILTING,172214.0
16:37:27,-9.35605,-38.05779,5,VIVO,VIVO,0,STATE_IN_SERVICE,76.5,2.0,14.0,gps,IN_VEHICLE,
16:37:58,3.75313,8.77837,19,GETESA,GETESA,0,STATE_IN_SERVICE,0.6,3.0,17.0,gps,UNKNOWN,
16:38:22,3.75301,8.7771,20,GETESA,GETESA,0,STATE_IN_SERVICE,20.6,1.0,4.0,gps,IN_VEHICLE,
16:39:04,42.60002,1.13021,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,42.4,3.0,48.0,gps,IN_VEHICLE,259031.0
16:40:19,3.74812,8.77477,23,GETESA,GETESA,0,STATE_IN_SERVICE,28.3,5.0,8.0,gps,IN_VEHICLE,
16:40:38,41.7062,2.40231,5,movistar,Movistar,0,STATE_IN_SERVICE,0.2,6.0,18.0,gps,TILTING,82346.0
16:41:14,-9.37047,-38.09976,8,VIVO,VIVO,0,STATE_IN_SERVICE,80.7,3.0,13.0,gps,IN_VEHICLE,
16:42:06,-9.37361,-38.10905,8,VIVO,VIVO,0,STATE_IN_SERVICE,75.7,3.0,14.0,gps,IN_VEHICLE,
16:43:13,-9.37803,-38.12153,8,VIVO,VIVO,0,STATE_IN_SERVICE,78.2,1.0,21.0,gps,IN_VEHICLE,
16:44:05,-9.38098,-38.13052,5,VIVO,VIVO,0,STATE_IN_SERVICE,72.0,1.0,17.0,gps,IN_VEHICLE,
16:45:05,-9.38444,-38.14089,3,VIVO,VIVO,0,STATE_IN_SERVICE,72.1,1.0,16.0,gps,IN_VEHICLE,
16:45:44,3.73218,8.77344,24,GETESA,GETESA,0,STATE_IN_SERVICE,51.2,2.0,27.0,gps,IN_VEHICLE,
16:46:38,3.72949,8.78263,24,GETESA,GETESA,0,STATE_IN_SERVICE,70.9,2.0,35.0,gps,IN_VEHICLE,
16:47:31,3.73043,8.79119,24,GETESA,GETESA,0,STATE_IN_SERVICE,65.0,1.0,30.0,gps,IN_VEHICLE,
16:48:35,41.37032,2.01862,29,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,36.0,gps,STILL,82444.0
16:48:44,3.7384,8.79533,24,GETESA,GETESA,0,STATE_IN_SERVICE,49.0,1.0,15.0,gps,IN_VEHICLE,
16:48:56,41.48494,2.3053,12,movistar,Movistar,0,STATE_IN_SERVICE,0.1,4.0,17.0,gps,UNKNOWN,80039.0
16:49:14,42.03993,3.1238,1,orange,RACC,0,STATE_IN_SERVICE,0.0,4.0,18.0,gps,ON_FOOT,171997.0
16:49:50,42.03991,3.12324,1,orange,RACC,0,STATE_IN_SERVICE,4.6,3.0,8.0,gps,TILTING,171997.0
16:51:22,41.70656,2.40214,6,movistar,Movistar,0,STATE_IN_SERVICE,0.2,2.0,10.0,gps,TILTING,82346.0
16:51:23,42.04,3.12346,1,orange,RACC,0,STATE_IN_SERVICE,0.8,1.0,8.0,gps,UNKNOWN,171997.0
16:53:36,42.03986,3.12326,1,orange,RACC,0,STATE_IN_SERVICE,0.6,2.0,23.0,gps,ON_FOOT,171997.0
16:55:20,42.25622,2.94939,9,movistar,movistar,0,STATE_IN_SERVICE,0.1,2.0,13.0,gps,STILL,172214.0
16:55:45,42.03996,3.12362,1,orange,RACC,0,STATE_IN_SERVICE,0.9,4.0,4.0,gps,UNKNOWN,171997.0
16:56:20,42.03971,3.12308,1,orange,RACC,0,STATE_IN_SERVICE,5.4,4.0,23.0,gps,TILTING,171997.0
16:56:36,41.24128,1.80776,4,movistar,Movistar,0,STATE_IN_SERVICE,14.6,2.0,41.0,gps,IN_VEHICLE,82704.0
16:59:39,41.78159,3.03021,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,5.0,20.0,gps,ON_FOOT,171609.0
16:59:54,41.8256,1.89553,10,yoigo,YOIGO,0,STATE_IN_SERVICE,1.3,0.0,96.0,gps,STILL,81918.0
17:00:07,41.78181,3.03038,27,vodafone,vodafone ES,0,STATE_IN_SERVICE,3.7,3.0,40.0,gps,ON_FOOT,171609.0
17:02:24,41.36936,2.02229,14,movistar,Movistar,0,STATE_IN_SERVICE,1.4,6.0,25.0,gps,ON_FOOT,82444.0
17:02:31,41.29089,1.98309,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,55.0,fused,STILL,80569.0
17:02:45,42.03947,3.12271,8,orange,RACC,0,STATE_IN_SERVICE,0.4,0.0,15.0,gps,UNKNOWN,171997.0
17:03:17,41.9552,2.63973,9,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,4.0,24.0,gps,UNKNOWN,170084.0
17:05:05,3.74375,8.80615,17,GETESA,GETESA,0,STATE_IN_SERVICE,21.4,3.0,16.0,gps,IN_VEHICLE,
17:05:55,3.74088,8.80492,17,GETESA,GETESA,0,STATE_IN_SERVICE,24.9,4.0,8.0,gps,IN_VEHICLE,
17:06:43,3.74209,8.80336,25,GETESA,GETESA,0,STATE_IN_SERVICE,16.4,2.0,9.0,gps,IN_VEHICLE,
17:07:21,42.17921,2.19702,2,movistar,Movistar,0,STATE_IN_SERVICE,60.3,3.0,64.0,gps,IN_VEHICLE,171479.0
17:08:21,3.73858,8.7968,23,GETESA,GETESA,0,STATE_IN_SERVICE,53.0,7.0,12.0,gps,IN_VEHICLE,
17:08:28,41.47335,1.5294,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,24.0,fused,TILTING,81043.0
17:09:10,3.73873,8.79358,23,GETESA,GETESA,0,STATE_IN_SERVICE,26.3,5.0,11.0,gps,IN_VEHICLE,
17:09:44,42.04018,3.12359,15,orange,RACC,0,STATE_IN_SERVICE,0.9,0.0,15.0,gps,STILL,171997.0
17:10:45,41.62611,2.66708,22,vodafone,vodafone ES,0,STATE_IN_SERVICE,13.2,8.0,7.0,gps,IN_VEHICLE,81635.0
17:11:20,41.95556,2.6402,7,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,5.0,14.0,gps,UNKNOWN,170084.0
17:11:24,42.03983,3.12314,15,orange,RACC,0,STATE_IN_SERVICE,1.9,2.0,28.0,gps,TILTING,171997.0
17:11:37,3.73064,8.77978,23,GETESA,GETESA,0,STATE_IN_SERVICE,62.2,9.0,11.0,gps,IN_VEHICLE,
17:12:26,3.73228,8.7722,23,GETESA,GETESA,0,STATE_IN_SERVICE,63.2,3.0,15.0,gps,IN_VEHICLE,
17:14:02,42.03993,3.12352,15,orange,RACC,0,STATE_IN_SERVICE,0.7,4.0,11.0,gps,STILL,171997.0
17:15:52,3.73955,8.76538,30,GETESA,GETESA,0,STATE_IN_SERVICE,13.7,5.0,10.0,gps,IN_VEHICLE,
17:16:10,41.40355,1.69854,10,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,3.0,13.0,gps,STILL,81748.0
17:16:41,3.7423,8.76555,11,GETESA,GETESA,0,STATE_IN_SERVICE,22.0,7.0,10.0,gps,TILTING,
17:17:31,3.74278,8.766,10,GETESA,GETESA,0,STATE_IN_SERVICE,5.4,12.0,11.0,gps,TILTING,
17:18:39,3.74258,8.76615,10,GETESA,GETESA,0,STATE_IN_SERVICE,1.5,0.0,31.0,gps,TILTING,
17:19:01,-9.4007,-38.22159,13,VIVO,VIVO,0,STATE_IN_SERVICE,11.0,4.0,11.0,gps,IN_VEHICLE,
17:20:04,41.84148,2.25003,11,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,1.0,22.0,gps,TILTING,82690.0
17:20:19,41.7386,2.622,29,movistar,pepephone,0,STATE_IN_SERVICE,0.0,8.0,27.0,gps,ON_FOOT,170834.0
17:27:48,41.84135,2.24955,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.3,0.0,35.0,gps,STILL,82690.0
17:31:32,41.24052,1.57592,12,vodafone,vodafone ES,0,STATE_IN_SERVICE,32.6,0.0,24.0,fused,ON_FOOT,430249.0
17:32:38,41.64249,2.70406,8,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,23.0,fused,STILL,82613.0
17:35:06,41.57868,1.64452,7,orange,Orange,0,STATE_IN_SERVICE,25.6,1.0,146.0,gps,STILL,81430.0
17:36:16,41.82521,1.89596,3,yoigo,YOIGO,0,STATE_IN_SERVICE,0.1,4.0,48.0,gps,ON_FOOT,81918.0
17:37:06,3.74238,8.76615,19,GETESA,GETESA,0,STATE_IN_SERVICE,0.1,1.0,28.0,gps,STILL,
17:37:31,3.74257,8.76613,19,GETESA,GETESA,0,STATE_IN_SERVICE,3.1,4.0,35.0,gps,STILL,
17:37:49,42.10226,1.85791,31,orange,Orange,0,STATE_IN_SERVICE,0.0,4.0,13.0,gps,ON_FOOT,80229.0
17:39:13,3.74276,8.76615,17,GETESA,GETESA,0,STATE_IN_SERVICE,0.7,8.0,15.0,gps,STILL,
17:39:47,40.71487,0.4973,10,orange,Orange,0,STATE_IN_SERVICE,4.2,2.0,20.0,gps,TILTING,431384.0
17:40:03,41.22458,1.53507,6,orange,Orange,0,STATE_IN_SERVICE,1.4,3.0,26.0,gps,ON_FOOT,431634.0
17:40:09,41.57849,1.63957,12,orange,Orange,0,STATE_IN_SERVICE,4.9,3.0,11.0,gps,STILL,83020.0
17:40:54,41.47016,1.53263,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.8,0.0,37.0,fused,TILTING,81043.0
17:40:57,41.22482,1.53433,6,orange,Orange,0,STATE_IN_SERVICE,4.5,1.0,44.0,gps,ON_FOOT,431634.0
17:40:58,41.11918,1.18314,8,movistar,Movistar,0,STATE_IN_SERVICE,0.0,4.0,18.0,gps,ON_FOOT,439076.0
17:42:27,42.25634,2.94957,8,movistar,movistar,0,STATE_IN_SERVICE,0.0,2.0,33.0,gps,TILTING,172214.0
17:44:05,42.2318,2.28513,9,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,64.0,gps,UNKNOWN,171674.0
17:44:24,41.88284,2.29911,6,movistar,Movistar,0,STATE_IN_SERVICE,2.6,1.0,3.0,gps,UNKNOWN,82785.0
17:44:45,41.84141,2.2495,6,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,17.0,gps,STILL,82690.0
17:45:05,41.57865,1.63533,25,orange,Orange,0,STATE_IN_SERVICE,4.3,2.0,103.0,gps,STILL,81022.0
17:46:15,41.30718,1.722,10,movistar,Movistar,0,STATE_IN_SERVICE,0.0,5.0,5.0,gps,IN_VEHICLE,81458.0
17:46:43,42.23216,2.28539,9,movistar,Movistar,0,STATE_IN_SERVICE,1.0,3.0,64.0,gps,STILL,171674.0
17:47:05,41.24297,1.76052,10,movistar,Movistar,0,STATE_IN_SERVICE,0.0,2.0,12.0,gps,IN_VEHICLE,82310.0
17:47:11,40.54722,0.52206,27,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,34.0,gps,STILL,430043.0
17:50:10,41.57823,1.62965,30,orange,Orange,0,STATE_IN_SERVICE,5.6,1.0,11.0,gps,IN_VEHICLE,81022.0
17:51:36,41.44722,2.20832,13,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,36.0,fused,STILL,82457.0
17:54:18,41.24016,1.57603,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,0.0,28.0,fused,TILTING,430249.0
17:54:32,41.47015,1.53261,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,30.0,fused,IN_VEHICLE,81043.0
17:54:56,41.88319,2.29864,7,movistar,Movistar,0,STATE_IN_SERVICE,0.3,2.0,48.0,gps,STILL,82785.0
17:55:42,41.58328,1.62438,20,orange,Orange,0,STATE_IN_SERVICE,7.8,1.0,63.0,gps,IN_VEHICLE,81022.0
17:58:33,42.10037,1.84944,16,orange,Orange,0,STATE_IN_SERVICE,0.0,0.0,36.0,fused,ON_FOOT,80229.0
17:59:21,41.74851,2.56109,9,orange,simyo,0,STATE_IN_SERVICE,0.0,8.0,7.0,gps,ON_FOOT,170274.0
18:00:19,41.62075,2.43063,0,movistar,Movistar,0,STATE_IN_SERVICE,0.3,6.0,23.0,gps,UNKNOWN,80752.0
18:00:45,41.58442,1.62524,11,orange,Orange,0,STATE_IN_SERVICE,1.7,2.0,67.0,gps,IN_VEHICLE,81022.0
18:01:19,42.17694,2.4816,18,movistar,Movistar,0,STATE_IN_SERVICE,0.6,3.0,26.0,gps,ON_FOOT,171143.0
18:01:51,40.71464,0.49715,12,orange,Orange,0,STATE_IN_SERVICE,0.1,2.0,22.0,gps,TILTING,431384.0
18:03:44,41.82629,2.89391,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,8.0,14.0,gps,ON_FOOT,170890.0
18:03:47,3.74293,8.76625,13,GETESA,GETESA,0,STATE_IN_SERVICE,0.1,5.0,22.0,gps,STILL,
18:04:19,41.40351,1.69829,29,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,3.0,22.0,gps,IN_VEHICLE,81748.0
18:04:48,41.29088,1.9831,2,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,55.0,fused,STILL,80569.0
18:05:09,41.5827,1.61632,11,orange,Orange,0,STATE_IN_SERVICE,10.4,2.0,123.0,gps,IN_VEHICLE,81022.0
18:05:12,41.62082,2.43014,0,movistar,Movistar,0,STATE_IN_SERVICE,0.5,0.0,26.0,gps,STILL,80752.0
18:06:00,41.62069,2.4307,0,movistar,Movistar,0,STATE_IN_SERVICE,3.7,7.0,12.0,gps,IN_VEHICLE,80752.0
18:06:21,41.52749,1.95736,6,orange,RACC,0,STATE_IN_SERVICE,0.4,0.0,30.0,fused,STILL,82900.0
18:06:22,41.95477,2.63919,1,vodafone,vodafone ES,0,STATE_IN_SERVICE,3.4,0.0,27.0,fused,ON_FOOT,170084.0
18:06:49,42.24784,2.93941,12,movistar,movistar,0,STATE_IN_SERVICE,0.4,2.0,43.0,gps,TILTING,172214.0
18:08:28,-9.40538,-38.21079,5,VIVO,VIVO,0,STATE_IN_SERVICE,0.2,6.0,18.0,gps,TILTING,
18:10:01,3.74274,8.7662,12,GETESA,GETESA,0,STATE_IN_SERVICE,0.2,6.0,18.0,gps,STILL,
18:11:31,41.6205,2.43072,0,movistar,Movistar,0,STATE_IN_SERVICE,0.2,2.0,7.0,gps,STILL,80752.0
18:14:18,-9.40543,-38.21108,4,VIVO,VIVO,0,STATE_IN_SERVICE,0.3,8.0,5.0,gps,IN_VEHICLE,
18:15:09,41.878,2.2876,12,movistar,Movistar,0,STATE_IN_SERVICE,0.4,1.0,32.0,gps,TILTING,82785.0
18:15:10,41.58121,1.62531,11,orange,Orange,0,STATE_IN_SERVICE,4.6,1.0,74.0,gps,IN_VEHICLE,81022.0
18:15:37,41.40334,1.69852,29,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,12.0,6.0,gps,ON_FOOT,81748.0
18:15:59,42.17723,2.48143,18,movistar,Movistar,0,STATE_IN_SERVICE,0.1,8.0,8.0,gps,TILTING,171143.0
18:16:42,41.40317,1.69875,12,orange,JAZZTEL,0,STATE_IN_SERVICE,1.5,14.0,3.0,gps,TILTING,81748.0
18:16:52,41.40339,1.69858,12,orange,JAZZTEL,0,STATE_IN_SERVICE,10.5,11.0,3.0,gps,IN_VEHICLE,81748.0
18:17:12,41.64314,2.29963,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.5,3.0,45.0,gps,STILL,80863.0
18:18:32,42.17729,2.48166,16,movistar,Movistar,0,STATE_IN_SERVICE,0.5,7.0,18.0,gps,ON_FOOT,171143.0
18:19:20,41.87845,2.28578,12,movistar,Movistar,0,STATE_IN_SERVICE,2.3,3.0,96.0,gps,UNKNOWN,82785.0
18:20:49,41.62003,2.43208,0,movistar,Movistar,0,STATE_IN_SERVICE,0.8,6.0,9.0,gps,IN_VEHICLE,80752.0
18:21:11,41.58428,1.62356,14,orange,Orange,0,STATE_IN_SERVICE,3.7,0.0,72.0,gps,UNKNOWN,81022.0
18:23:10,41.47975,1.9184,9,movistar,Movistar,0,STATE_IN_SERVICE,0.2,0.0,31.0,fused,STILL,81141.0
18:23:12,41.61978,2.43331,3,movistar,Movistar,0,STATE_IN_SERVICE,2.7,9.0,9.0,gps,IN_VEHICLE,80752.0
18:24:12,42.14325,2.45986,10,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,2.0,10.0,gps,ON_FOOT,171390.0
18:24:38,41.57745,2.25123,18,vodafone,vodafone ES,0,STATE_IN_SERVICE,86.4,3.0,11.0,gps,IN_VEHICLE,81593.0
18:24:46,41.4145,2.0175,19,movistar,Movistar,0,STATE_IN_SERVICE,0.0,4.0,8.0,gps,TILTING,81234.0
18:25:18,41.58638,1.628,17,orange,Orange,0,STATE_IN_SERVICE,6.4,4.0,16.0,gps,TILTING,81022.0
18:26:03,41.95489,2.63949,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.2,0.0,100.0,fused,STILL,170084.0
18:26:58,41.64351,2.29989,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.3,1.0,17.0,gps,STILL,80863.0
18:29:33,41.41484,2.01751,22,movistar,Movistar,0,STATE_IN_SERVICE,0.5,1.0,8.0,gps,TILTING,81234.0
18:30:05,41.95508,2.63982,3,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.5,0.0,68.0,fused,STILL,170084.0
18:30:43,41.85085,0.96076,14,orange,Orange,0,STATE_IN_SERVICE,0.0,9.0,8.0,gps,STILL,250791.0
18:31:03,3.74285,8.76605,20,GETESA,GETESA,0,STATE_IN_SERVICE,0.1,6.0,6.0,gps,STILL,
18:31:04,41.82564,2.8929,15,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.4,7.0,15.0,gps,ON_FOOT,170890.0
18:31:38,41.85111,0.96072,12,orange,Orange,0,STATE_IN_SERVICE,1.9,9.0,9.0,gps,STILL,250791.0
18:33:05,42.14352,2.45974,8,orange,JAZZTEL,0,STATE_IN_SERVICE,0.2,2.0,9.0,gps,ON_FOOT,171390.0
18:33:08,3.7427,8.76622,24,GETESA,GETESA,0,STATE_IN_SERVICE,0.7,12.0,14.0,gps,UNKNOWN,
18:33:11,41.2799,1.87501,11,movistar,movistar,0,STATE_IN_SERVICE,32.4,7.0,4.0,gps,IN_VEHICLE,82704.0
18:34:03,41.47012,1.53261,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,36.0,fused,ON_FOOT,81043.0
18:34:22,41.87801,2.28594,9,movistar,Movistar,0,STATE_IN_SERVICE,0.2,2.0,48.0,gps,ON_FOOT,82785.0
18:34:41,41.87781,2.28631,8,movistar,Movistar,0,STATE_IN_SERVICE,6.9,1.0,128.0,gps,ON_FOOT,82785.0
18:34:54,41.4145,2.01746,20,movistar,Movistar,0,STATE_IN_SERVICE,0.4,1.0,7.0,gps,TILTING,81234.0
18:36:04,41.41465,2.01759,20,movistar,Movistar,0,STATE_IN_SERVICE,1.0,2.0,11.0,gps,TILTING,81234.0
18:38:23,3.75024,8.76971,26,GETESA,GETESA,0,STATE_IN_SERVICE,10.5,2.0,11.0,gps,IN_VEHICLE,
18:39:00,41.62094,2.43045,1,movistar,Movistar,0,STATE_IN_SERVICE,1.0,11.0,8.0,gps,STILL,80752.0
18:45:29,42.14363,2.45972,6,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,1.0,13.0,gps,STILL,171390.0
18:47:16,41.87553,2.2864,12,movistar,Movistar,0,STATE_IN_SERVICE,1.2,6.0,32.0,gps,TILTING,82785.0
18:47:38,3.73181,8.76806,25,GETESA,GETESA,0,STATE_IN_SERVICE,4.6,3.0,7.0,gps,UNKNOWN,
18:48:55,3.73134,8.76768,25,GETESA,GETESA,0,STATE_IN_SERVICE,3.2,3.0,9.0,gps,UNKNOWN,
18:49:20,41.87528,2.28663,9,movistar,Movistar,0,STATE_IN_SERVICE,1.0,1.0,48.0,gps,IN_VEHICLE,82785.0
18:52:21,41.22433,1.53503,16,orange,Orange,0,STATE_IN_SERVICE,0.1,1.0,20.0,gps,ON_FOOT,431634.0
18:52:51,41.2245,1.53522,19,orange,Orange,0,STATE_IN_SERVICE,3.0,4.0,37.0,gps,TILTING,431634.0
18:54:08,3.72628,8.75971,12,GETESA,GETESA,0,STATE_IN_SERVICE,14.6,0.0,32.0,gps,UNKNOWN,
18:54:21,41.8749,2.28559,12,movistar,Movistar,0,STATE_IN_SERVICE,1.1,2.0,96.0,gps,TILTING,82785.0
18:55:00,41.29091,1.98305,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,30.0,fused,STILL,80569.0
18:55:02,3.72677,8.75996,6,GETESA,GETESA,0,STATE_IN_SERVICE,4.1,1.0,17.0,gps,UNKNOWN,
18:55:06,41.87538,2.28648,12,movistar,Movistar,0,STATE_IN_SERVICE,7.1,2.0,12.0,gps,TILTING,82785.0
18:56:09,41.87556,2.28648,12,movistar,Movistar,0,STATE_IN_SERVICE,1.2,2.0,12.0,gps,UNKNOWN,82785.0
18:56:33,41.47015,1.53261,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,30.0,fused,STILL,81043.0
18:58:13,41.22459,1.535,21,orange,Orange,0,STATE_IN_SERVICE,0.2,3.0,29.0,gps,IN_VEHICLE,431634.0
18:58:30,41.87499,2.2864,9,movistar,Movistar,0,STATE_IN_SERVICE,1.6,1.0,48.0,gps,ON_BICYCLE,82785.0
18:58:57,41.22439,1.53531,20,orange,Orange,0,STATE_IN_SERVICE,2.8,3.0,28.0,gps,IN_VEHICLE,431634.0
18:59:14,3.72357,8.76057,6,GETESA,GETESA,0,STATE_IN_SERVICE,10.1,1.0,9.0,gps,IN_VEHICLE,
18:59:26,41.44723,2.20826,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.3,0.0,34.0,fused,TILTING,82457.0
18:59:35,41.8754,2.28652,9,movistar,Movistar,0,STATE_IN_SERVICE,2.6,1.0,4.0,gps,TILTING,82785.0
19:00:09,3.7241,8.7627,6,GETESA,GETESA,0,STATE_IN_SERVICE,16.0,5.0,7.0,gps,IN_VEHICLE,
19:01:00,41.22445,1.53508,19,orange,Orange,0,STATE_IN_SERVICE,0.6,2.0,16.0,gps,IN_VEHICLE,431634.0
19:01:00,3.72516,8.76412,6,GETESA,GETESA,0,STATE_IN_SERVICE,13.9,2.0,14.0,gps,IN_VEHICLE,
19:01:50,3.7275,8.76617,6,GETESA,GETESA,0,STATE_IN_SERVICE,24.8,3.0,13.0,gps,IN_VEHICLE,
19:02:41,3.73062,8.76735,6,GETESA,GETESA,0,STATE_IN_SERVICE,26.1,4.0,9.0,gps,IN_VEHICLE,
19:03:44,41.82541,1.89416,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,13.0,gps,UNKNOWN,81918.0
19:03:54,3.73216,8.76972,6,GETESA,GETESA,0,STATE_IN_SERVICE,15.4,2.0,20.0,gps,UNKNOWN,
19:04:11,41.95524,2.64013,7,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,0.0,37.0,fused,IN_VEHICLE,170084.0
19:05:06,3.7322,8.7702,19,GETESA,GETESA,0,STATE_IN_SERVICE,7.6,5.0,7.0,gps,IN_VEHICLE,
19:05:42,42.1309,2.20098,20,vodafone,vodafone ES,0,STATE_IN_SERVICE,73.7,0.0,10.0,gps,IN_VEHICLE,170963.0
19:06:46,3.7291,8.78345,19,GETESA,GETESA,0,STATE_IN_SERVICE,56.6,6.0,7.0,gps,TILTING,
19:07:19,42.14347,2.4599,6,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,4.0,14.0,gps,IN_VEHICLE,171390.0
19:07:21,41.87557,2.28626,12,movistar,Movistar,0,STATE_IN_SERVICE,0.2,5.0,24.0,gps,ON_FOOT,82785.0
19:07:40,3.72949,8.7895,9,GETESA,GETESA,0,STATE_IN_SERVICE,44.6,12.0,9.0,gps,IN_VEHICLE,
19:08:25,41.50356,2.39143,8,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,5.0,64.0,gps,TILTING,82191.0
19:08:28,3.73424,8.79302,16,GETESA,GETESA,0,STATE_IN_SERVICE,49.1,4.0,8.0,gps,IN_VEHICLE,
19:09:09,41.85102,0.96074,6,orange,Orange,0,STATE_IN_SERVICE,0.0,8.0,6.0,gps,STILL,250791.0
19:09:28,41.82556,2.89392,4,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,1.0,36.0,gps,STILL,170890.0
19:10:29,41.87541,2.28647,12,movistar,Movistar,0,STATE_IN_SERVICE,0.5,5.0,3.0,gps,STILL,82785.0
19:10:53,41.64349,2.3001,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,44.0,gps,UNKNOWN,80863.0
19:11:35,41.62503,2.28635,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,3.0,18.0,gps,UNKNOWN,80410.0
19:11:46,3.74075,8.80419,22,GETESA,GETESA,0,STATE_IN_SERVICE,22.0,7.0,4.0,gps,IN_VEHICLE,
19:12:51,3.74213,8.80502,22,GETESA,GETESA,0,STATE_IN_SERVICE,9.8,8.0,5.0,gps,UNKNOWN,
19:14:29,41.50381,2.39097,0,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.5,4.0,64.0,gps,TILTING,82191.0
19:14:48,42.2471,2.9382,17,movistar,movistar,0,STATE_IN_SERVICE,6.0,1.0,10.0,gps,ON_FOOT,172214.0
19:14:56,41.64352,2.29953,6,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.7,1.0,37.0,gps,STILL,80863.0
19:15:20,3.74198,8.80527,22,GETESA,GETESA,0,STATE_IN_SERVICE,0.8,0.0,46.0,gps,UNKNOWN,
19:16:40,3.74175,8.80511,22,GETESA,GETESA,0,STATE_IN_SERVICE,1.4,1.0,33.0,gps,STILL,
19:16:58,41.69191,2.4907,12,movistar,Movistar,0,STATE_IN_SERVICE,0.0,2.0,18.0,gps,STILL,82021.0
19:17:43,3.74196,8.8052,22,GETESA,GETESA,0,STATE_IN_SERVICE,1.4,1.0,41.0,gps,STILL,
19:19:19,41.87813,2.28646,12,movistar,Movistar,0,STATE_IN_SERVICE,2.0,6.0,12.0,gps,ON_FOOT,82785.0
19:20:00,41.51014,2.19624,5,movistar,Movistar,0,STATE_IN_SERVICE,0.1,1.0,32.0,gps,TILTING,81056.0
19:20:52,42.14342,2.45998,7,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,3.0,32.0,gps,STILL,171390.0
