flight_id,passenger_count,seat_occupancy,customer_satisfaction,catering_score,entertainment_score,cabin_crew_score
FL6929-162,165,1.0,4,3,3,4
FL2650-848,241,0.92,4,5,5,5
FL8993-865,277,0.99,4,4,4,5
FL6835-889,201,0.96,3,3,4,3
FL7444-945,210,0.95,3,3,4,4
FL3645-943,257,0.91,4,5,4,3
FL2797-281,193,0.99,3,3,4,3
FL2172-457,298,0.97,5,4,4,4
FL9774-316,179,1.0,3,3,4,3
FL2774-463,208,0.94,5,5,3,5
FL9241-907,284,0.96,4,4,5,5
FL5976-315,284,0.96,4,3,4,5
FL8149-922,225,0.94,3,4,4,3
FL4914-706,227,0.95,4,5,4,5
FL6857-211,296,1.0,3,5,4,5
FL6689-860,274,0.96,3,3,3,3
FL9757-807,238,0.95,5,4,4,4
FL4140-910,178,0.97,4,3,3,4
FL7854-355,239,0.96,5,3,4,4
FL7979-365,240,0.98,5,5,4,5
FL9364-917,244,0.93,3,4,4,3
FL5530-556,261,0.92,4,5,5,5
FL3884-494,278,1.0,3,3,3,5
FL6033-595,182,0.92,3,4,5,3
FL9676-522,251,0.98,5,4,3,5
FL3910-986,192,0.92,5,4,3,3
FL7511-661,241,0.98,5,3,5,4
FL3908-614,152,0.92,4,4,3,4
FL5102-437,192,1.0,3,3,4,4
FL9617-295,217,0.91,4,5,5,5
FL7752-798,198,0.91,5,4,3,3
FL1321-796,244,0.98,5,5,3,5
FL6367-772,157,0.93,4,5,3,4
FL3664-128,289,1.0,3,5,4,5
FL5112-344,151,0.98,3,5,3,4
FL8577-248,295,0.94,3,4,3,5
FL1387-760,208,0.99,3,4,3,5
FL2804-977,185,0.93,3,4,4,4
FL6983-175,295,0.99,4,5,5,4
FL2246-705,191,0.96,5,3,4,3
FL6791-661,298,0.96,5,3,3,3
FL7681-893,153,0.95,4,4,4,3
FL7447-526,276,0.91,5,5,3,5
FL3760-550,228,0.92,5,4,4,3
FL1608-281,297,1.0,5,5,4,5
FL8521-923,237,0.91,4,4,4,3
FL8877-295,214,1.0,5,3,3,5
FL1120-469,176,1.0,3,5,3,5
FL3846-616,166,0.94,5,5,3,5
FL5896-980,234,0.94,3,3,3,4
FL7034-805,272,0.92,5,3,3,3
FL6544-171,227,1.0,3,4,3,4
FL9607-636,299,0.91,4,4,5,4
FL7572-394,226,0.98,5,5,5,5
FL8965-939,163,0.93,5,4,3,4
FL1724-544,202,0.91,5,5,4,4
FL9697-828,299,0.91,3,4,5,4
FL3466-122,211,1.0,3,3,5,3
FL1116-556,274,0.91,5,3,4,5
FL6419-979,253,0.9,5,5,3,5
FL4781-142,200,0.9,5,3,3,3
FL4315-933,271,0.91,4,3,3,5
FL7118-737,275,0.93,4,5,4,4
FL2357-272,234,0.9,3,4,3,4
FL9185-998,198,0.91,5,5,3,3
FL9818-399,276,0.9,5,4,5,4
FL3239-818,247,1.0,5,3,5,5
FL7244-733,254,1.0,3,5,3,4
FL6569-335,229,0.96,4,5,5,3
FL8932-911,166,1.0,5,4,3,4
FL2178-813,213,0.98,3,4,4,4
FL4758-949,292,0.92,3,4,4,4
FL8586-891,157,0.97,5,5,5,3
FL9692-487,215,0.97,3,4,5,5
FL2483-697,163,0.94,5,5,5,3
FL8881-873,179,0.97,3,4,4,4
FL1398-879,174,0.93,3,5,4,3
FL6882-560,200,0.94,3,4,3,4
FL8624-596,242,0.97,5,4,4,3
FL4590-514,287,0.93,5,5,4,5
FL6729-282,250,1.0,5,4,4,5
FL8501-481,266,0.96,4,4,3,3
FL1312-282,233,0.93,3,4,5,3
FL7877-487,250,0.91,4,5,5,5
FL1876-816,215,0.97,5,3,3,4
FL3092-367,168,0.98,5,4,4,5
FL9255-754,254,0.93,5,5,4,5
FL4253-279,227,0.91,4,3,5,4
FL5619-218,268,0.99,4,4,3,3
FL7015-561,278,0.92,3,4,4,3
FL7154-355,265,0.9,3,4,4,3
FL3766-662,196,0.95,4,3,4,4
FL4635-398,189,0.99,3,5,3,5
FL1792-825,233,0.93,4,4,5,5
FL7564-712,279,0.92,5,3,4,4
FL1170-847,189,0.96,5,3,5,3
FL8941-185,285,0.98,3,3,4,4
FL7989-510,254,0.95,3,5,4,5
FL3849-910,297,0.9,4,3,4,4
FL7909-137,181,0.91,5,5,5,5
FL5142-394,241,0.95,4,3,3,5
FL7307-837,292,0.91,4,5,4,5
FL7320-338,235,0.9,5,4,3,4
FL8042-859,196,0.91,4,4,5,5
FL2048-396,293,0.93,3,4,3,4
FL3027-550,233,0.94,3,3,4,5
FL6301-291,296,0.96,4,5,3,4
FL4719-855,189,1.0,3,3,4,4
FL5102-827,150,0.96,3,4,5,5
FL4221-463,170,1.0,4,5,3,5
FL3133-677,265,0.92,4,4,4,3
FL7095-583,194,0.9,4,3,3,4
FL1201-501,292,0.98,5,4,5,5
FL4609-283,295,0.91,5,4,5,5
FL8606-842,153,0.9,5,3,5,4
FL4683-870,266,0.91,4,3,4,5
FL9005-377,151,0.9,5,5,3,3
FL8255-648,300,0.92,5,4,5,3
FL4286-367,183,1.0,4,5,5,5
FL9459-996,243,0.96,3,3,5,5
FL2001-487,221,1.0,3,4,5,5
FL7312-585,222,0.91,3,5,5,5
FL1278-596,210,0.91,4,3,5,4
FL6686-560,253,0.99,3,5,5,4
FL5734-462,150,0.92,5,4,4,5
FL4271-504,296,0.94,3,4,4,5
FL7785-790,218,0.95,4,5,3,5
FL7771-916,223,0.99,4,5,4,3
FL3540-200,196,0.97,3,4,5,5
FL1508-703,290,0.97,5,4,5,4
FL5257-616,194,0.91,5,3,5,3
FL2173-583,189,0.9,4,4,3,4
FL3215-410,292,0.94,5,4,3,5
FL1399-639,242,0.91,4,5,4,3
FL8074-717,214,0.95,3,5,4,4
FL6723-524,161,0.92,3,4,5,4
FL7144-128,259,0.97,3,4,5,3
FL7851-836,263,0.93,3,5,4,4
FL4426-422,292,0.97,5,4,3,5
FL3466-467,156,0.93,3,3,3,3
FL2524-833,269,0.93,5,5,3,3
FL3567-561,235,0.92,3,4,5,3
FL4944-689,174,1.0,5,5,4,4
FL3575-434,247,1.0,5,4,4,3
FL9631-933,225,0.96,3,4,3,4
FL4002-833,244,0.94,5,3,3,3
FL9589-380,220,0.96,4,5,3,4
FL5316-597,151,0.94,3,4,3,3
FL3062-336,169,0.91,5,4,5,3
FL1693-995,195,0.9,3,5,5,3
FL1834-820,201,0.98,3,5,5,4
FL8913-635,283,0.94,3,3,3,4
FL6269-969,275,0.91,3,4,4,5
FL5598-201,264,0.92,5,4,4,5
FL4491-147,239,0.93,3,3,5,4
FL2228-823,174,0.92,5,3,5,4
FL5743-851,175,0.97,5,4,4,4
FL9886-347,157,0.96,3,4,4,4
FL4030-613,274,0.9,4,5,5,5
FL5003-157,280,0.94,5,5,4,5
FL9608-193,246,0.97,5,3,3,5
FL2496-380,176,0.91,5,3,3,3
FL5885-482,203,1.0,4,3,4,4
FL9532-937,239,0.97,5,4,5,5
FL2250-800,191,1.0,4,3,3,5
FL4035-791,232,0.92,3,5,4,5
FL6864-784,291,0.91,4,4,4,4
FL5103-257,243,0.92,5,3,5,5
FL2971-609,173,0.94,4,4,4,3
FL4596-609,159,0.99,3,5,4,4
FL8671-606,191,0.9,4,4,3,4
FL2518-638,291,0.91,3,5,5,5
FL5020-986,267,0.95,4,4,3,3
FL4887-897,282,0.9,5,5,3,5
FL5688-786,291,0.99,3,4,4,3
FL7713-393,164,0.96,5,5,3,4
FL3702-459,263,0.93,3,3,3,4
FL6080-152,208,0.93,3,5,5,3
FL7274-229,215,0.96,3,4,4,5
FL5540-712,240,0.96,5,4,3,5
FL1846-241,186,0.92,4,4,4,4
FL2815-424,282,0.91,4,4,5,5
FL3301-688,282,0.95,5,3,4,4
FL4859-944,262,1.0,5,4,4,5
FL4717-546,258,0.95,4,5,4,4
FL3614-840,194,1.0,3,4,3,5
FL6217-648,229,0.92,3,3,5,5
FL6541-401,285,0.92,3,3,5,4
FL7619-875,232,0.95,3,3,4,3
FL8765-126,263,1.0,3,4,4,3
FL7698-463,220,0.95,4,4,3,4
FL4902-703,229,0.96,4,5,4,4
FL3611-800,260,0.99,5,3,5,4
FL8586-790,177,0.99,5,5,3,4
FL8160-935,297,0.93,3,4,3,5
FL2783-818,296,0.92,5,4,3,3
FL5400-674,219,0.98,3,4,3,5
FL4139-529,298,0.95,3,5,5,3
FL2695-340,212,0.9,5,4,5,5
FL3769-178,225,0.9,4,3,3,5
FL1866-835,228,0.91,5,5,5,5
FL2776-899,239,0.9,3,5,5,4
FL7605-526,207,1.0,5,4,5,4
FL3832-576,252,0.94,3,3,3,4
FL3630-129,236,0.95,3,5,4,4
FL4878-684,168,1.0,4,4,4,5
FL6453-907,259,0.95,5,3,3,4
FL4505-118,278,0.94,4,4,4,4
FL8809-449,218,0.94,3,3,3,4
FL4571-186,248,1.0,5,4,3,3
FL2466-888,237,0.95,4,5,3,4
FL6236-947,267,0.99,4,3,4,5
FL6951-920,271,1.0,5,4,5,5
FL8533-865,254,0.98,5,5,3,3
FL2928-683,226,0.9,4,4,3,4
FL5657-339,188,0.97,5,5,3,5
FL9660-353,279,0.99,5,4,3,5
FL5051-360,214,0.96,5,5,3,5
FL1436-656,207,0.92,3,4,5,3
FL4340-300,291,0.97,4,3,3,3
FL3554-861,295,0.97,4,5,5,5
FL6035-773,198,0.99,3,5,4,5
FL6066-381,270,0.93,5,5,3,3
FL9818-190,215,0.99,3,4,5,4
FL4924-755,210,0.95,4,3,5,5
FL6523-421,184,0.97,4,4,5,4
FL4129-222,250,0.99,4,4,3,3
FL5338-625,179,0.91,4,5,5,5
FL6255-151,255,0.96,3,5,5,3
FL5640-818,218,0.96,4,4,3,3
FL8576-990,297,1.0,5,4,5,3
FL6758-476,202,0.98,4,4,4,3
FL9347-406,269,0.95,5,4,4,5
FL4542-323,158,0.91,4,4,5,3
FL1248-968,158,0.99,3,4,5,4
FL6983-243,231,0.9,3,3,5,3
FL8045-152,180,0.97,3,4,3,4
FL2187-799,231,1.0,3,5,4,5
FL9168-110,271,0.97,4,3,3,4
FL2638-900,280,0.92,3,3,4,3
FL7158-457,185,0.99,5,3,4,5
FL4974-647,286,0.9,3,4,3,4
FL9076-889,282,0.98,5,5,5,3
FL6121-243,180,0.9,4,3,3,3
FL5036-575,178,0.99,5,4,4,5
FL5178-588,267,0.92,5,4,5,5
FL6035-801,252,0.94,3,3,3,5
FL6344-323,152,0.9,5,3,3,5
FL1226-577,187,0.93,5,5,4,5
FL9649-391,234,0.9,3,5,3,4
FL1533-751,175,0.93,3,5,3,5
FL4494-788,286,0.97,4,3,3,4
FL7486-959,227,0.95,4,4,5,5
FL9869-348,167,0.97,5,4,5,3
FL5399-776,280,0.96,3,5,3,5
FL2903-813,280,0.98,5,4,5,4
FL2765-355,200,0.92,3,3,3,3
FL5270-862,169,0.95,3,5,3,3
FL6751-312,153,0.98,3,3,4,5
FL9043-320,153,0.95,3,4,3,3
FL2400-988,295,1.0,4,4,5,5
FL1935-398,181,0.95,3,4,4,3
FL4610-581,166,0.97,4,4,4,5
FL8705-303,274,0.92,3,5,3,4
FL2361-351,232,0.97,3,3,3,3
FL7128-965,208,0.95,4,3,4,4
FL1068-307,166,0.9,3,4,3,3
FL2426-762,284,0.92,3,5,4,3
FL5812-514,256,0.93,3,5,5,3
FL8132-263,212,0.97,4,3,3,4
FL8716-436,167,0.91,4,5,3,5
FL2606-100,244,0.91,4,3,5,5
FL6073-547,193,0.91,3,4,4,3
FL7808-906,173,0.97,5,5,5,4
FL7288-249,264,0.92,3,3,5,3
FL2842-321,269,0.9,5,5,4,4
FL2491-276,185,0.94,5,5,5,5
FL4446-146,202,0.95,4,3,3,5
FL2674-356,249,1.0,4,3,5,5
FL3587-830,203,0.97,3,4,3,3
FL6964-871,171,0.97,4,3,5,5
FL9933-294,194,0.93,4,5,3,3
FL4376-373,264,0.92,5,5,3,4
FL8797-127,246,0.98,5,3,3,5
FL5312-423,209,0.9,3,4,3,3
FL5917-960,217,0.97,5,4,3,3
FL7153-475,266,0.99,3,3,3,5
FL2641-577,295,0.97,3,5,4,3
FL2851-282,287,0.99,3,4,5,5
FL8358-683,176,0.98,4,4,4,4
FL4080-297,158,0.96,4,4,3,4
FL7014-123,281,0.92,3,5,4,3
FL1114-830,239,0.9,5,4,5,5
FL8848-950,238,0.95,4,3,5,5
FL4482-722,297,1.0,4,4,4,3
FL9075-826,300,0.99,3,4,3,5
FL7283-595,223,0.92,4,5,5,4
FL3067-434,300,0.91,4,4,5,3
FL3109-776,172,1.0,5,4,3,4
FL4988-788,160,0.93,3,3,5,5
FL5853-329,202,0.91,4,4,5,4
FL7636-120,295,1.0,5,3,5,5
FL7283-998,223,0.97,4,3,3,4
FL3995-452,212,0.97,4,4,3,3
FL5027-874,278,0.95,5,4,3,5
FL5520-607,249,0.97,4,3,4,5
FL5445-631,253,0.94,4,5,3,4
FL8459-968,174,0.97,3,5,3,4
FL2078-376,231,0.99,3,4,5,5
FL3262-864,270,0.97,3,5,3,4
FL6332-753,238,0.95,3,4,3,5
FL1209-774,185,0.92,5,3,5,5
FL8600-927,294,0.91,3,4,5,3
FL5256-195,186,0.96,3,3,3,3
FL3969-242,258,0.99,3,5,5,4
FL5605-533,265,0.91,5,3,4,5
FL4812-937,273,0.91,3,5,3,3
FL1795-885,242,0.92,5,3,3,3
FL5536-366,260,0.94,5,3,4,3
FL3299-120,170,1.0,4,5,5,4
FL2021-114,272,0.9,5,3,4,3
FL7441-942,163,0.97,5,4,4,4
FL1577-855,180,0.94,4,3,5,3
FL7531-444,169,0.9,3,3,5,5
FL8260-812,168,0.91,3,5,5,4
FL6937-775,153,0.99,3,5,4,4
FL3521-955,275,0.94,5,5,5,5
FL6139-573,204,0.98,3,4,4,4
FL1032-589,192,0.98,4,5,4,3
FL9620-279,238,0.93,4,5,5,4
FL2577-597,292,0.97,5,4,4,3
FL2776-671,183,0.9,5,4,3,4
FL7263-832,163,0.9,5,3,3,4
FL3298-558,187,0.94,5,3,4,5
FL7702-923,243,0.94,5,5,3,3
FL7501-782,259,0.94,3,3,4,3
FL3226-577,228,0.93,5,3,5,3
FL8382-383,300,0.93,3,4,3,4
FL6860-788,264,0.96,5,4,3,4
FL8739-878,290,0.98,5,5,3,3
FL6723-457,194,0.95,3,4,4,3
FL7005-405,271,0.95,3,4,5,3
FL2545-275,164,0.95,5,3,5,4
FL5601-384,196,0.95,5,5,5,3
FL4616-341,207,0.91,4,4,3,5
FL6099-857,225,0.9,5,3,3,4
FL1648-258,217,0.92,5,3,5,4
FL7232-859,240,0.98,5,4,5,3
FL9177-822,204,1.0,4,3,5,3
FL7969-637,180,0.91,3,3,4,5
FL7383-541,216,1.0,4,4,5,5
FL8062-912,268,0.93,4,3,3,5
FL1867-160,267,0.96,4,5,4,3
FL6677-349,248,0.9,3,3,5,5
FL7051-445,265,0.91,3,5,5,5
FL1719-629,295,0.9,3,4,4,5
FL9871-913,224,0.95,5,5,5,4
FL6173-837,182,0.99,4,5,4,5
FL3219-342,254,0.99,5,3,5,3
FL8555-577,171,0.94,5,5,4,5
FL1990-356,238,0.96,4,5,4,3
FL3708-939,246,1.0,4,4,3,4
FL4691-403,208,0.91,5,5,3,5
FL3923-653,162,0.92,3,5,4,4
FL7115-843,231,0.92,3,3,3,4
FL5408-406,172,0.95,3,4,4,3
FL6518-728,271,0.9,5,4,3,3
FL1667-739,191,0.92,3,4,4,3
FL7635-195,155,0.94,4,4,4,3
FL4532-545,157,0.9,5,5,3,4
FL3435-828,164,0.96,4,5,5,4
FL2418-718,294,0.96,4,5,3,5
FL1993-987,261,0.99,3,3,5,3
FL2200-536,224,0.92,3,4,4,3
FL6145-522,169,0.98,4,4,5,4
FL8106-267,184,0.99,3,4,3,5
FL8130-984,275,0.98,3,3,5,3
FL1512-834,210,0.97,4,3,3,4
FL6026-831,233,1.0,5,3,5,4
FL9362-523,289,0.96,3,5,4,3
FL4864-912,275,0.94,4,4,3,4
FL6892-238,256,0.9,5,4,3,3
FL5552-144,209,0.99,4,4,3,3
FL4134-728,159,0.99,3,5,5,4
FL1443-674,254,0.97,3,5,4,5
FL1563-283,150,0.96,4,3,3,4
FL3655-604,186,0.91,3,4,5,4
FL2817-703,213,1.0,3,4,4,3
FL8185-315,296,0.96,4,4,4,3
FL6061-459,263,0.95,3,5,4,4
FL8835-238,155,0.98,4,4,4,5
FL9202-800,173,0.97,4,3,5,5
FL7736-444,243,0.98,3,3,5,5
FL1214-951,229,0.98,3,3,3,4
FL6969-898,294,0.92,4,4,5,4
FL6811-905,209,0.95,4,3,3,3
FL4572-520,213,0.97,5,4,3,4
FL5546-558,192,0.9,4,5,5,3
FL1565-185,169,0.92,3,3,4,3
FL9451-109,281,0.94,3,3,5,3
FL9231-861,234,0.99,5,4,5,4
FL4985-354,162,0.96,5,4,5,3
FL1756-120,157,0.98,5,3,4,3
FL3140-630,166,0.9,4,4,3,4
FL2503-501,284,0.96,3,3,3,4
FL7190-154,212,1.0,4,4,5,4
FL8791-442,258,0.92,5,4,3,5
FL2163-427,249,0.97,5,4,5,3
FL4620-945,280,0.96,4,3,5,3
FL1250-940,281,0.98,4,3,5,3
FL5282-825,297,0.95,4,4,3,4
FL2726-736,160,0.9,4,5,4,4
FL5191-660,160,0.99,5,3,4,5
FL6195-417,265,0.92,5,4,3,5
FL6794-494,165,0.96,5,4,3,4
FL8656-771,164,0.97,3,4,5,4
FL5474-482,293,0.95,5,4,4,5
FL1299-504,151,0.92,4,3,3,5
FL4610-794,158,0.92,4,4,5,3
FL4272-982,293,1.0,3,4,3,5
FL5402-192,182,0.95,3,4,5,4
FL4220-924,163,0.92,4,5,3,5
FL3380-241,167,0.95,5,4,5,4
FL4035-820,225,0.94,4,5,3,3
FL5054-421,197,0.95,5,5,4,4
FL5271-246,238,0.98,5,4,5,4
FL4650-386,258,0.9,5,5,4,5
FL8247-331,151,0.92,3,3,5,4
FL4725-679,259,1.0,3,4,3,5
FL5000-249,160,0.98,4,5,3,4
FL8391-940,164,0.97,5,5,3,3
FL5905-542,297,0.97,4,4,3,5
FL6844-806,250,0.92,3,3,4,3
FL5701-756,267,0.98,4,3,5,5
FL7589-732,193,0.97,4,4,3,4
FL8766-269,194,0.98,3,3,3,3
FL4707-530,170,0.95,4,5,5,4
FL7585-247,286,0.96,4,4,4,5
FL5046-127,219,0.9,3,5,4,4
FL8175-332,255,0.96,3,3,5,5
FL1684-253,253,0.91,4,5,4,4
FL6181-460,262,0.99,4,5,4,3
FL9658-305,166,0.99,3,4,5,5
FL5971-329,188,0.95,4,3,4,4
FL9112-134,279,0.95,3,5,4,4
FL5935-499,170,1.0,3,4,3,4
FL2819-489,158,0.97,5,3,3,4
FL8624-797,194,0.95,5,5,3,4
FL1257-526,289,0.9,5,5,5,3
FL2045-519,295,0.99,3,4,5,3
FL5965-849,213,0.96,5,5,3,5
FL9685-787,211,1.0,4,4,5,4
FL3785-330,198,0.99,4,3,4,3
FL7387-582,164,0.94,3,4,4,4
FL9818-258,199,0.97,5,3,3,3
FL2702-357,173,0.97,4,5,5,3
FL2494-637,170,0.99,4,4,5,4
FL6958-463,200,0.96,5,3,5,4
FL8003-166,210,1.0,5,4,4,4
FL3913-382,263,0.91,5,3,5,4
FL7247-787,163,0.99,5,3,3,3
FL4599-762,241,0.93,5,3,5,5
FL8583-452,172,0.95,3,3,3,3
FL9060-842,197,0.94,3,3,3,3
FL2665-682,271,0.92,3,4,3,5
FL2831-603,272,0.99,5,5,4,3
FL1879-502,244,1.0,3,5,5,4
FL5408-303,155,0.9,4,5,3,4
FL9016-156,299,0.95,3,5,5,4
FL3700-591,243,0.99,3,3,5,3
FL4926-265,177,0.92,5,3,5,4
FL2240-853,247,0.95,4,4,4,5
FL4424-538,185,0.93,5,4,4,3
FL3404-721,257,0.98,5,5,3,4
FL5002-600,188,0.92,4,3,3,4
FL7618-770,181,0.9,5,4,4,3
FL9330-363,166,0.94,3,5,4,4
FL4903-676,241,0.92,4,5,3,4
FL4524-614,284,0.96,3,3,4,5
FL7080-516,176,0.95,4,4,3,3
FL5251-919,252,1.0,5,4,3,3
FL6182-105,270,0.99,5,5,5,4
FL2844-819,284,0.98,4,3,5,3
FL5648-534,293,0.98,4,3,5,5
FL9324-183,226,1.0,5,3,4,5
FL7354-528,219,0.98,3,5,5,4
FL7990-128,204,0.95,3,3,4,3
FL7082-761,248,1.0,4,5,5,5
FL7219-487,205,0.94,3,4,3,3
FL5694-803,218,0.94,4,4,3,4
FL4745-619,230,0.95,3,3,3,4
FL5229-638,271,0.94,4,3,5,4
FL7420-548,219,0.98,3,3,3,4
FL4852-556,261,0.93,3,4,5,3
FL4451-246,284,0.92,4,4,3,4
FL1874-365,167,0.98,4,5,3,4
FL9157-667,295,0.96,3,3,5,4
FL3657-330,259,0.99,3,3,5,5
FL8412-917,294,0.92,4,4,3,4
FL6742-622,185,0.97,3,5,3,4
FL8139-467,231,0.95,4,4,4,5
FL6149-670,235,0.93,5,4,5,4
FL2304-295,205,0.9,4,4,3,3
FL8432-373,284,0.9,3,4,3,3
FL1025-979,284,0.95,3,5,4,5
FL9580-784,183,0.91,5,4,4,5
FL6986-881,177,0.98,4,4,4,3
FL3861-991,162,1.0,3,3,4,5
FL6310-190,215,0.9,5,4,5,4
FL1906-610,218,1.0,5,3,3,4
FL8439-565,245,0.97,3,4,5,4
FL9311-128,256,0.92,3,4,5,4
FL5136-479,202,0.91,3,4,4,5
FL7103-382,190,0.95,5,5,3,4
FL5914-906,186,0.98,5,5,4,3
FL6817-253,241,0.93,4,3,5,3
FL2641-638,280,0.99,4,4,4,3
FL6822-913,187,0.93,4,3,3,4
FL9415-686,217,0.93,5,5,3,4
FL4677-462,276,0.97,4,5,4,4
FL7967-211,227,0.91,5,5,4,5
FL1986-327,198,1.0,4,4,5,4
FL2659-234,268,0.9,5,3,3,3
FL8939-744,286,1.0,4,4,4,3
FL8520-299,281,0.93,4,3,5,5
FL3208-965,188,0.95,4,3,3,5
FL7500-789,172,0.96,3,4,4,5
FL4363-309,273,0.91,5,5,4,3
FL9482-661,299,0.9,4,4,4,4
FL2154-716,272,0.95,4,4,4,4
FL1549-838,225,0.98,3,3,4,3
FL6323-534,163,0.94,5,3,4,4
FL9379-204,263,0.91,3,3,3,3
FL3231-209,225,0.99,5,3,3,4
FL5321-165,297,0.9,3,3,3,3
FL6193-453,287,0.9,3,4,4,4
FL1518-578,196,0.94,3,3,4,3
FL5642-565,215,0.99,5,3,5,4
FL9696-872,281,0.94,5,3,5,4
FL3813-553,242,0.92,4,4,5,5
FL6870-606,246,0.97,5,5,4,3
FL2110-450,248,0.92,5,5,4,5
FL5319-627,262,0.98,5,5,4,3
FL7826-493,256,0.98,3,5,4,5
FL4952-366,249,0.99,4,5,3,5
FL6012-572,189,0.92,4,4,5,4
FL2502-755,187,0.93,5,4,4,5
FL1483-924,291,0.93,3,5,4,5
FL2451-544,198,0.94,5,4,4,5
FL2950-933,253,0.92,4,5,5,3
FL4573-156,256,0.99,3,4,3,5
FL6658-310,271,0.91,5,4,5,5
FL9246-334,223,0.97,5,5,4,4
FL9208-656,274,0.94,4,4,3,5
FL6984-802,167,0.9,4,4,3,4
FL4208-313,270,0.93,3,5,3,5
FL7042-177,266,0.9,3,5,5,3
FL1686-648,161,1.0,3,5,5,5
FL9884-248,187,0.98,5,4,3,5
FL9708-176,276,1.0,5,5,4,3
FL1721-286,258,0.97,3,3,4,3
FL5614-200,260,0.97,5,4,4,5
FL1611-638,251,0.99,3,4,3,4
FL8719-718,296,0.91,4,3,4,4
FL2315-928,196,0.93,3,3,5,3
FL1662-435,227,0.95,4,3,5,3
FL1336-580,227,0.95,4,3,3,5
FL7091-549,191,0.95,4,3,5,3
FL4003-546,215,0.94,4,5,3,5
FL4464-757,215,0.94,4,4,3,3
FL4546-585,196,1.0,4,4,5,4
FL3480-779,213,0.92,5,4,5,5
FL4805-988,167,0.9,5,3,4,3
FL8801-275,219,0.96,5,5,5,5
FL4684-327,202,0.97,3,3,3,5
FL1174-914,293,0.91,5,3,4,4
FL4235-831,227,0.92,5,3,5,3
FL1768-650,214,0.96,3,5,5,4
FL4597-867,278,0.91,4,3,4,4
FL3511-674,234,0.96,5,5,5,5
FL2571-366,276,0.9,4,5,5,3
FL5434-556,162,0.99,3,3,5,3
FL6341-246,239,0.91,3,4,4,5
FL6639-178,157,0.99,5,3,5,4
FL1293-489,215,0.98,3,3,3,4
FL4054-378,202,0.95,4,5,3,3
FL2972-189,197,0.99,3,3,3,3
FL5062-768,198,0.95,4,3,4,3
FL1732-118,296,0.91,4,5,5,3
FL2980-621,270,0.99,3,3,5,4
FL5444-959,179,0.96,5,5,4,4
FL4177-975,284,1.0,5,4,5,5
FL5572-682,224,0.96,4,5,3,4
FL7328-873,248,0.93,5,5,5,4
FL2330-713,215,0.98,5,4,3,3
FL8507-906,182,0.91,3,4,3,3
FL4850-665,241,0.94,3,5,5,3
FL5244-186,300,0.98,4,5,4,4
FL2456-585,298,0.93,5,3,4,5
FL2174-602,264,0.93,5,3,3,4
FL5929-404,160,0.95,3,3,4,3
FL2149-569,265,0.96,3,5,4,3
FL9052-111,158,0.98,3,3,4,4
FL6389-540,188,0.97,5,4,4,5
FL8071-368,205,0.9,4,5,5,5
FL6665-679,274,0.93,4,3,4,4
FL6951-669,208,0.98,3,5,4,5
FL2264-499,171,0.97,4,3,5,3
FL2391-141,255,0.97,3,4,5,4
FL9491-185,251,0.91,3,4,4,3
FL8674-375,297,0.93,3,3,3,4
FL1650-688,274,0.96,4,4,5,5
FL2215-483,208,0.92,4,3,5,3
FL9834-647,298,0.92,4,5,3,5
FL2886-627,231,0.99,3,4,4,4
FL3251-163,186,0.9,3,4,4,4
FL8640-729,190,0.96,4,3,4,4
FL5135-274,256,0.93,5,4,3,4
FL5503-476,247,0.97,4,3,5,3
FL4721-144,219,0.92,5,5,4,4
FL9124-348,244,0.96,3,3,3,5
FL5764-254,178,0.95,5,3,5,5
FL5156-303,243,0.92,5,3,5,5
FL8143-252,198,0.93,5,3,3,4
FL6383-781,188,0.93,3,4,4,3
FL4297-229,203,0.96,5,4,5,5
FL1086-986,162,0.98,5,4,3,5
FL2106-874,164,0.98,5,5,4,5
FL8698-198,203,1.0,5,4,3,3
FL9737-545,285,0.91,5,3,4,3
FL1135-929,234,0.96,3,3,5,5
FL3995-268,275,0.96,3,3,3,4
FL2966-608,241,0.93,4,3,4,4
FL3723-306,250,0.94,4,5,3,3
FL3969-156,185,0.92,5,3,3,5
FL5284-750,283,0.95,4,5,4,4
FL5466-243,176,0.97,3,5,5,5
FL5509-632,161,0.94,3,5,3,3
FL8600-413,254,0.93,4,5,5,4
FL5316-451,244,0.94,3,3,4,5
FL8983-618,276,0.9,5,4,4,4
FL2566-559,258,0.94,4,4,4,4
FL1647-830,263,0.95,3,5,5,5
FL5575-538,153,0.94,3,4,3,5
FL8134-131,224,0.98,3,4,5,5
FL4973-674,210,0.99,5,5,4,3
FL6933-596,184,0.9,4,3,3,4
FL2300-190,214,0.9,3,4,5,3
FL8461-804,223,0.93,5,3,3,5
FL6758-261,266,0.99,4,5,3,3
FL5954-430,150,0.94,4,4,5,3
FL4884-251,244,0.94,4,3,3,5
FL7555-430,198,0.95,3,5,4,3
FL3124-931,210,0.9,5,4,4,3
FL3572-183,176,0.92,4,5,5,3
FL4457-466,265,0.98,5,4,4,4
FL2749-345,299,0.94,3,5,3,3
FL8476-692,265,0.92,4,5,4,3
FL5960-168,241,0.98,5,3,3,4
FL5151-294,188,0.95,3,3,5,3
FL2019-182,273,0.99,5,4,5,3
FL5404-900,284,0.9,3,4,4,4
FL9229-884,221,0.98,4,4,5,3
FL6898-508,272,0.97,4,4,5,5
